Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Month_register,Sum_Purchases,Count_Campaigns,Count_Purchases,Children,Family_Size,Marital_Status_Children,target
Master,Relationship,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,43,27,21,0,4,2,4,Family with Children,1
2n Cycle,Single,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,53,27,54,0,5,2,3,Family with Children,1
Graduation,Single,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,27,26,91,2,6,1,2,Family with Children,1
PhD,Single,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,45,28,526,0,16,1,2,Family with Children,0
Graduation,Relationship,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,53,38,162,0,7,0,2,Relationship,1
Master,Relationship,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,67,31,1008,1,24,0,2,Relationship,2
Graduation,Relationship,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,64,45,240,0,10,2,4,Family with Children,1
PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,38,39,795,0,19,1,2,Family with Children,0
Graduation,Relationship,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,34,38,1772,1,18,0,2,Relationship,2
2n Cycle,Relationship,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,46,34,64,0,6,0,2,Relationship,1
Graduation,Relationship,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,57,37,1957,5,19,1,3,Family with Children,0
Graduation,Relationship,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,38,33,78,0,6,1,3,Family with Children,1
Graduation,Single,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,36,36,1572,0,19,0,1,Single,2
Master,Relationship,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,45,36,795,0,24,1,3,Family with Children,0
2n Cycle,Relationship,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,46,29,889,0,21,1,3,Family with Children,0
PhD,Single,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,53,31,331,0,12,1,2,Family with Children,0
PhD,Relationship,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,66,24,265,0,10,1,3,Family with Children,1
Graduation,Single,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,54,42,1065,0,15,1,2,Family with Children,0
Master,Relationship,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,65,33,11,0,3,2,4,Family with Children,1
Graduation,Single,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,37,35,21,0,3,1,2,Family with Children,1
Graduation,Relationship,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,46,42,17,0,3,2,4,Family with Children,1
Graduation,Relationship,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,42,45,369,0,11,1,3,Family with Children,0
PhD,Relationship,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,48,29,38,0,4,2,4,Family with Children,1
2n Cycle,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,38,33,177,0,8,1,2,Family with Children,1
PhD,Relationship,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,46,34,279,0,11,1,3,Family with Children,1
Master,Relationship,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,35,32,62,0,5,1,3,Family with Children,1
PhD,Relationship,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,39,41,1230,4,18,1,3,Family with Children,0
Graduation,Relationship,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,48,26,182,0,8,2,4,Family with Children,1
Graduation,Relationship,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,46,34,49,0,6,2,4,Family with Children,1
PhD,Relationship,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,50,33,75,0,6,2,4,Family with Children,1
Master,Relationship,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,60,35,227,0,10,2,4,Family with Children,1
PhD,Relationship,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,42,43,215,1,10,2,4,Family with Children,1
Graduation,Relationship,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,65,39,444,0,13,1,3,Family with Children,0
2n Cycle,Relationship,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,49,32,47,0,4,2,4,Family with Children,1
Master,Relationship,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,65,38,143,0,6,0,2,Relationship,1
Graduation,Relationship,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,33,26,55,0,5,1,3,Family with Children,1
2n Cycle,Relationship,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,45,26,63,0,7,2,4,Family with Children,1
Graduation,Single,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,0,61,45,1867,4,21,0,1,Single,2
Master,Relationship,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,55,33,611,0,18,1,3,Family with Children,0
Graduation,Relationship,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,61,25,473,1,15,1,3,Family with Children,0
Graduation,Relationship,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,57,34,55,0,5,0,2,Relationship,1
PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1,32,44,81,1,5,1,2,Family with Children,1
Master,Relationship,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,41,42,2086,3,21,0,2,Relationship,2
Master,Single,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,51,31,1478,0,19,0,1,Single,2
Graduation,Relationship,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,39,29,49,0,4,1,3,Family with Children,1
PhD,Relationship,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,44,33,382,0,14,0,2,Relationship,2
Master,Relationship,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,41,33,69,1,6,1,3,Family with Children,1
Graduation,Single,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,47,44,67,0,5,1,2,Family with Children,1
Master,Relationship,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,47,32,30,0,4,2,4,Family with Children,1
2n Cycle,Relationship,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,38,36,63,0,6,1,3,Family with Children,1
Graduation,Relationship,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,35,46,79,0,7,1,3,Family with Children,1
Graduation,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,55,40,42,0,4,1,2,Family with Children,1
Graduation,Relationship,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,56,46,819,0,20,1,3,Family with Children,0
Graduation,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,61,33,1151,0,16,0,1,Single,2
PhD,Relationship,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,68,42,594,0,17,2,4,Family with Children,0
Master,Relationship,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,50,41,129,0,7,2,4,Family with Children,1
Master,Single,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,30,42,213,1,8,1,2,Family with Children,1
Graduation,Single,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,43,28,67,0,5,1,2,Family with Children,1
Graduation,Single,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,60,39,28,0,4,3,4,Family with Children,1
Basic,Relationship,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,41,44,45,0,4,1,3,Family with Children,1
Graduation,Relationship,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,51,25,1193,1,17,0,2,Relationship,2
Master,Single,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,47,34,268,0,10,0,1,Single,1
Master,Single,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,72,35,266,0,11,0,1,Single,1
Basic,Relationship,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,43,42,37,0,4,1,3,Family with Children,1
Graduation,Relationship,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,49,32,37,0,5,3,5,Family with Children,1
PhD,Single,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,47,43,882,1,22,0,1,Single,2
Graduation,Relationship,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,42,35,373,0,13,2,4,Family with Children,0
Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,51,37,35,0,4,3,4,Family with Children,1
Graduation,Single,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,38,39,42,0,4,2,3,Family with Children,1
Master,Relationship,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,56,46,326,0,12,1,3,Family with Children,0
PhD,Relationship,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,55,35,404,0,14,1,3,Family with Children,0
Graduation,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,45,35,95,0,5,0,1,Single,1
Graduation,Single,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,67,27,939,2,13,0,1,Single,2
2n Cycle,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,38,30,33,0,4,1,2,Family with Children,1
2n Cycle,Relationship,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,61,36,981,1,20,0,2,Relationship,2
Graduation,Relationship,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,40,41,36,0,5,1,3,Family with Children,1
Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,41,36,1237,0,19,1,2,Family with Children,2
Graduation,Relationship,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,56,45,1825,1,27,1,3,Family with Children,0
PhD,Single,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,39,45,103,0,6,2,3,Family with Children,1
Graduation,Single,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,39,42,191,0,9,1,2,Family with Children,1
PhD,Relationship,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,46,31,1586,0,23,1,3,Family with Children,0
PhD,Relationship,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,58,24,963,0,13,0,2,Relationship,2
2n Cycle,Relationship,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,46,29,889,0,21,1,3,Family with Children,0
2n Cycle,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,56,28,93,2,6,0,1,Single,1
Graduation,Single,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,43,38,1587,1,20,0,1,Single,2
Graduation,Single,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,54,27,16,0,3,3,4,Family with Children,1
Graduation,Single,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,64,36,1375,0,31,0,1,Single,2
Graduation,Relationship,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,54,41,393,0,13,1,3,Family with Children,0
Master,Single,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,66,45,1477,1,21,1,2,Family with Children,0
Graduation,Relationship,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,45,31,1179,1,16,1,3,Family with Children,0
Graduation,Relationship,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,56,44,1005,0,22,1,3,Family with Children,0
PhD,Relationship,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,68,25,1348,0,20,0,2,Relationship,2
PhD,Single,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,57,42,1307,0,19,1,2,Family with Children,0
Graduation,Single,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,52,37,486,1,13,1,2,Family with Children,0
Master,Relationship,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,69,39,2252,3,12,0,2,Relationship,2
PhD,Relationship,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,45,34,235,0,10,2,4,Family with Children,1
Graduation,Relationship,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,46,41,1724,3,30,0,2,Relationship,2
Master,Single,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,46,30,235,0,10,1,2,Family with Children,1
Master,Relationship,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,39,25,1092,0,25,1,3,Family with Children,0
Graduation,Relationship,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,58,33,599,0,15,1,3,Family with Children,0
Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,56,28,2008,1,19,0,1,Single,2
Graduation,Relationship,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,31,46,48,0,4,1,3,Family with Children,1
Graduation,Relationship,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,42,46,1174,0,27,1,3,Family with Children,0
PhD,Relationship,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,66,26,67,0,6,1,3,Family with Children,1
Graduation,Single,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,61,46,365,0,13,1,2,Family with Children,0
Graduation,Relationship,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,63,29,165,0,8,1,3,Family with Children,1
2n Cycle,Relationship,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,58,45,210,0,9,0,2,Relationship,1
PhD,Relationship,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,69,34,1095,0,25,1,3,Family with Children,0
PhD,Single,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,50,32,223,1,8,3,4,Family with Children,1
Graduation,Relationship,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,53,42,597,0,18,1,3,Family with Children,0
Graduation,Relationship,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,31,31,22,0,3,1,3,Family with Children,1
Graduation,Single,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,41,30,1064,0,23,1,2,Family with Children,0
Basic,Relationship,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,36,45,74,0,5,0,2,Relationship,1
Master,Relationship,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,60,41,26,0,4,0,2,Relationship,1
Graduation,Relationship,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,57,42,60,0,4,0,2,Relationship,1
PhD,Relationship,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,42,37,20,0,3,1,3,Family with Children,1
Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,29,33,59,0,5,1,2,Family with Children,1
PhD,Relationship,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,48,37,34,0,4,1,3,Family with Children,1
2n Cycle,Relationship,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,45,31,198,0,9,2,4,Family with Children,1
PhD,Relationship,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,52,35,1048,0,25,1,3,Family with Children,0
Master,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,54,31,574,0,16,2,3,Family with Children,0
Graduation,Single,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,46,45,1029,0,13,1,2,Family with Children,0
Graduation,Relationship,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,36,30,670,0,18,1,3,Family with Children,0
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,41,42,990,0,14,1,2,Family with Children,0
Graduation,Relationship,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,42,25,11,0,3,2,4,Family with Children,1
PhD,Relationship,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,53,44,1241,2,18,1,3,Family with Children,0
Graduation,Single,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,37,29,576,0,16,0,1,Single,2
2n Cycle,Relationship,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0,31,36,172,2,8,1,3,Family with Children,1
PhD,Single,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,36,30,664,0,19,0,1,Single,2
Graduation,Single,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,53,32,928,0,21,1,2,Family with Children,0
Graduation,Single,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,49,46,2074,0,29,0,1,Single,2
2n Cycle,Relationship,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,34,35,467,0,14,0,2,Relationship,2
Graduation,Relationship,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,61,32,257,0,10,1,3,Family with Children,1
Graduation,Relationship,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,49,30,1146,0,16,0,2,Relationship,2
PhD,Single,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,40,39,689,0,18,1,2,Family with Children,0
PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,44,45,2114,1,21,0,1,Single,2
PhD,Relationship,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,27,25,1346,2,20,0,2,Relationship,2
PhD,Relationship,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,47,33,1044,0,14,0,2,Relationship,2
PhD,Single,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,56,44,493,2,16,1,2,Family with Children,0
Graduation,Single,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,46,34,957,0,12,0,1,Single,2
Master,Relationship,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,58,35,270,0,9,1,3,Family with Children,1
Basic,Relationship,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,64,31,29,0,4,0,2,Relationship,1
Master,Single,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,67,37,121,1,6,2,3,Family with Children,1
Master,Relationship,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,55,35,126,0,7,2,4,Family with Children,1
Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,21,27,23,0,3,0,1,Single,1
PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,67,38,57,1,5,2,3,Family with Children,1
Graduation,Single,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,55,31,636,0,18,0,1,Single,2
Graduation,Relationship,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,56,26,1004,1,27,0,2,Relationship,2
Graduation,Single,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,43,33,734,0,17,1,2,Family with Children,0
Graduation,Relationship,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,38,27,614,0,18,2,4,Family with Children,0
Graduation,Single,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0,38,28,1453,1,18,1,2,Family with Children,0
Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,28,26,1621,4,14,0,1,Single,2
Master,Single,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,48,30,187,0,9,1,2,Family with Children,1
Graduation,Relationship,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,30,41,1443,2,20,1,3,Family with Children,0
PhD,Single,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,46,24,57,0,5,1,2,Family with Children,1
Graduation,Single,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,65,38,637,0,18,1,2,Family with Children,0
PhD,Relationship,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,68,31,948,1,11,1,3,Family with Children,0
Master,Relationship,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,45,41,59,2,4,1,3,Family with Children,1
Graduation,Relationship,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,30,35,18,0,3,1,3,Family with Children,1
Master,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,51,44,903,0,22,1,2,Family with Children,0
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,41,40,112,0,6,1,2,Family with Children,1
Graduation,Relationship,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,63,37,596,0,17,0,2,Relationship,2
Graduation,Relationship,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,34,34,233,0,10,1,3,Family with Children,1
PhD,Relationship,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,41,42,1511,0,10,0,2,Relationship,2
2n Cycle,Single,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,56,45,1152,2,16,0,1,Single,2
Graduation,Relationship,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,38,40,48,0,5,1,3,Family with Children,1
Graduation,Single,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,46,39,1185,0,25,1,2,Family with Children,0
Graduation,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,58,27,21,0,3,2,3,Family with Children,1
Master,Relationship,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,51,42,965,0,14,1,3,Family with Children,0
Graduation,Relationship,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,62,37,869,0,20,0,2,Relationship,2
PhD,Relationship,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,32,25,16,0,4,1,3,Family with Children,1
Graduation,Relationship,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,51,40,1947,0,15,0,2,Relationship,2
Graduation,Relationship,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,0,40,46,71,2,7,1,3,Family with Children,1
Graduation,Relationship,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,50,24,65,0,5,1,3,Family with Children,1
Graduation,Relationship,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,61,31,1380,1,23,0,2,Relationship,2
Master,Single,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,40,29,1027,0,22,0,1,Single,2
Master,Relationship,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,51,32,411,0,14,3,5,Family with Children,0
Graduation,Relationship,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,25,38,836,1,25,0,2,Relationship,2
PhD,Single,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,67,33,11,0,3,2,3,Family with Children,1
PhD,Relationship,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,63,46,480,0,15,2,4,Family with Children,0
Graduation,Relationship,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,38,36,606,0,16,2,4,Family with Children,0
PhD,Single,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,68,32,284,0,11,3,4,Family with Children,0
Graduation,Single,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,43,32,1472,3,11,2,3,Family with Children,0
Graduation,Relationship,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,67,26,1677,4,25,0,2,Relationship,2
Graduation,Relationship,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,43,39,1335,0,17,1,3,Family with Children,0
Master,Relationship,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,64,24,334,0,12,1,3,Family with Children,0
Basic,Relationship,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,27,39,18,0,3,1,3,Family with Children,1
Graduation,Relationship,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,47,46,1338,0,18,1,3,Family with Children,0
PhD,Single,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,63,39,1099,0,26,1,2,Family with Children,0
Master,Relationship,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,60,39,97,0,6,2,4,Family with Children,1
PhD,Single,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,66,29,63,0,6,3,4,Family with Children,1
2n Cycle,Relationship,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,38,34,109,0,7,1,3,Family with Children,1
Graduation,Relationship,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,52,29,902,1,20,0,2,Relationship,2
Graduation,Relationship,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,64,37,1574,1,19,0,2,Relationship,2
2n Cycle,Relationship,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,41,30,38,0,6,1,3,Family with Children,1
Graduation,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,21,27,960,0,23,0,1,Single,2
Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,0,46,33,28,1,3,1,2,Family with Children,1
2n Cycle,Relationship,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,0,62,29,1215,2,27,0,2,Relationship,2
PhD,Relationship,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,44,30,1497,0,21,0,2,Relationship,2
PhD,Relationship,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,58,32,449,0,15,1,3,Family with Children,0
Graduation,Single,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,41,30,1064,0,23,1,2,Family with Children,0
Graduation,Relationship,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,47,40,1757,4,24,0,2,Relationship,2
Graduation,Relationship,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,37,25,1440,0,20,0,2,Relationship,2
2n Cycle,Relationship,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,38,40,1006,0,23,0,2,Relationship,2
PhD,Relationship,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,44,46,1226,1,18,1,3,Family with Children,0
Graduation,Relationship,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,52,33,1171,0,15,1,3,Family with Children,0
Master,Relationship,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,37,39,92,0,6,1,3,Family with Children,1
PhD,Relationship,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,57,26,99,0,7,1,3,Family with Children,1
2n Cycle,Relationship,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,35,32,66,0,6,1,3,Family with Children,1
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,49,26,564,0,17,2,3,Family with Children,0
